# OpenSignals Text File Format
# {"20:16:04:12:00:92": {"sensor": ["ECGBIT", "EDABITREV"], "device name": "79", "column": ["nSeq", "I1", "I2", "O1", "O2", "A2", "A3"], "sync interval": 2, "time": "12:13:37.71", "comments": "", "device connection": "BTH20:16:04:12:00:92", "channels": [2, 3], "keywords": "", "convertedValues": 0, "mode": 0, "digital IO": [0, 0, 1, 1], "firmware version": 1281, "device": "bitalino_rev", "position": 0, "sampling rate": 100, "label": ["A2", "A3"], "resolution": [4, 1, 1, 1, 1, 10, 10], "date": "2019-4-4", "special": [{}, {}]}}
# EndOfHeader
0	0	0	0	0	524	251	
1	0	0	0	0	493	251	
2	0	0	0	0	511	251	
3	0	0	0	0	497	251	
4	0	0	0	0	510	251	
5	0	0	0	0	527	251	
6	0	0	0	0	522	251	
7	0	0	0	0	536	251	
8	0	0	0	0	539	251	
9	0	0	0	0	550	250	
10	0	0	0	0	543	251	
11	0	0	0	0	550	250	
12	0	0	0	0	571	251	
13	0	0	0	0	572	251	
14	0	0	0	0	569	250	
15	0	0	0	0	552	250	
0	0	0	0	0	540	251	
1	0	0	0	0	485	250	
2	0	0	0	0	467	250	
3	0	0	0	0	461	250	
4	0	0	0	0	462	250	
5	0	0	0	0	470	250	
6	0	0	0	0	458	251	
7	0	0	0	0	453	250	
8	0	0	0	0	472	250	
9	0	0	0	0	481	250	
10	0	0	0	0	486	250	
11	0	0	0	0	480	250	
12	0	0	0	0	506	250	
13	0	0	0	0	485	250	
14	0	0	0	0	512	250	
15	0	0	0	0	503	250	
0	0	0	0	0	501	250	
1	0	0	0	0	503	250	
2	0	0	0	0	519	250	
3	0	0	0	0	492	250	
4	0	0	0	0	518	250	
5	0	0	0	0	519	250	
6	0	0	0	0	513	249	
7	0	0	0	0	508	250	
8	0	0	0	0	502	250	
9	0	0	0	0	495	250	
10	0	0	0	0	515	250	
11	0	0	0	0	510	250	
12	0	0	0	0	497	250	
13	0	0	0	0	515	250	
14	0	0	0	0	518	249	
15	0	0	0	0	512	250	
0	0	0	0	0	492	250	
1	0	0	0	0	524	250	
2	0	0	0	0	511	249	
3	0	0	0	0	512	249	
4	0	0	0	0	499	249	
5	0	0	0	0	499	250	
6	0	0	0	0	516	250	
7	0	0	0	0	533	249	
8	0	0	0	0	534	249	
9	0	0	0	0	538	249	
10	0	0	0	0	549	249	
11	0	0	0	0	519	249	
12	0	0	0	0	531	249	
13	0	0	0	0	531	250	
14	0	0	0	0	506	249	
15	0	0	0	0	499	250	
0	0	0	0	0	500	249	
1	0	0	0	0	498	249	
2	0	0	0	0	499	249	
3	0	0	0	0	504	249	
4	0	0	0	0	581	249	
5	0	0	0	0	640	249	
6	0	0	0	0	652	249	
7	0	0	0	0	504	249	
8	0	0	0	0	360	249	
9	0	0	0	0	459	249	
10	0	0	0	0	490	249	
11	0	0	0	0	502	249	
12	0	0	0	0	480	249	
13	0	0	0	0	475	249	
14	0	0	0	0	496	249	
15	0	0	0	0	487	249	
0	0	0	0	0	514	249	
1	0	0	0	0	519	249	
2	0	0	0	0	527	249	
3	0	0	0	0	523	249	
4	0	0	0	0	520	249	
5	0	0	0	0	505	249	
6	0	0	0	0	524	249	
7	0	0	0	0	549	249	
8	0	0	0	0	532	249	
9	0	0	0	0	532	249	
